SUBJECT,RELATION,OBJECT,SCORE
840,similarTo,624,0.08976833976833977
840,similarTo,92,0.26158301158301156
840,similarTo,443,0.3938223938223938
840,similarTo,51,0.07915057915057915
840,similarTo,344,0.4671814671814672
840,similarTo,705,0.0888030888030888
840,similarTo,898,0.20077220077220076
840,similarTo,721,0.41312741312741313
840,similarTo,588,0.3465250965250965
840,similarTo,536,0.0888030888030888
840,similarTo,662,0.2886100386100386
840,similarTo,858,0.43532818532818535
840,similarTo,501,0.4613899613899614
840,similarTo,280,0.3754826254826255
840,similarTo,294,0.472007722007722
840,similarTo,489,0.04826254826254826
840,similarTo,869,0.008687258687258687
840,similarTo,432,0.0694980694980695
840,similarTo,170,0.472007722007722
840,similarTo,18,0.16602316602316602
840,similarTo,600,0.36293436293436293
840,similarTo,658,0.2335907335907336
840,similarTo,935,0.49324324324324326
840,similarTo,222,0.2886100386100386
840,similarTo,535,0.42277992277992277
840,similarTo,846,0.15637065637065636
840,similarTo,381,0.3310810810810811
840,similarTo,947,0.0694980694980695
840,similarTo,618,0.16602316602316602
840,similarTo,428,0.36293436293436293
840,similarTo,206,0.2557915057915058
840,similarTo,421,0.4025096525096525
840,similarTo,341,0.26158301158301156
840,similarTo,168,0.277992277992278
840,similarTo,504,0.41312741312741313
840,similarTo,369,0.20077220077220076
840,similarTo,842,0.3465250965250965
840,similarTo,496,0.2886100386100386
840,similarTo,520,0.04826254826254826
840,similarTo,191,0.41312741312741313
840,similarTo,914,0.13416988416988418
840,similarTo,553,0.24903474903474904
840,similarTo,745,0.3465250965250965
840,similarTo,807,0.0028957528957528956
840,similarTo,750,0.3754826254826255
840,similarTo,118,0.46042471042471045
840,similarTo,933,0.4034749034749035
840,similarTo,412,0.38706563706563707
840,similarTo,548,0.45077220077220076
840,similarTo,378,0.45656370656370654
840,similarTo,420,0.04826254826254826
840,similarTo,241,0.10907335907335908
840,similarTo,370,0.41216216216216217
840,similarTo,946,0.0694980694980695
840,similarTo,251,0.10907335907335908
840,similarTo,763,0.3407335907335907
840,similarTo,919,0.13416988416988418
840,similarTo,208,0.49324324324324326
840,similarTo,565,0.22972972972972974
840,similarTo,233,0.3754826254826255
840,similarTo,497,0.13416988416988418
840,similarTo,67,0.16602316602316602
840,similarTo,632,0.10424710424710425
840,similarTo,59,0.277992277992278
840,similarTo,491,0.24324324324324326
840,similarTo,475,0.4671814671814672
840,similarTo,154,0.43822393822393824
840,similarTo,944,0.2335907335907336
840,similarTo,800,0.16891891891891891
840,similarTo,771,0.10424710424710425
840,similarTo,234,0.26158301158301156
840,similarTo,575,0.305984555984556
840,similarTo,668,0.3465250965250965
840,similarTo,481,0.20077220077220076
840,similarTo,182,0.36293436293436293
840,similarTo,148,0.26158301158301156
840,similarTo,144,0.20077220077220076
840,similarTo,346,0.3754826254826255
840,similarTo,363,0.0888030888030888
840,similarTo,912,0.13416988416988418
840,similarTo,142,0.08976833976833977
840,similarTo,522,0.20077220077220076
840,similarTo,593,0.45656370656370654
840,similarTo,613,0.2335907335907336
840,similarTo,891,0.13416988416988418
840,similarTo,776,0.20077220077220076
840,similarTo,343,0.277992277992278
840,similarTo,184,0.24903474903474904
840,similarTo,482,0.4671814671814672
840,similarTo,122,0.305984555984556
840,similarTo,275,0.2335907335907336
840,similarTo,450,0.3754826254826255
840,similarTo,913,0.1891891891891892
840,similarTo,239,0.3754826254826255
840,similarTo,422,0.3465250965250965
840,similarTo,555,0.42277992277992277
840,similarTo,267,0.13223938223938225
840,similarTo,840,0.3465250965250965
840,similarTo,441,0.09555984555984556
840,similarTo,596,0.09555984555984556
840,similarTo,164,0.472007722007722
840,similarTo,365,0.472007722007722
840,similarTo,253,0.305984555984556
840,similarTo,685,0.2886100386100386
840,similarTo,413,0.305984555984556
840,similarTo,480,0.13416988416988418
840,similarTo,458,0.20077220077220076
840,similarTo,8,0.472007722007722
840,similarTo,794,0.26158301158301156
840,similarTo,641,0.17857142857142858
840,similarTo,789,0.41312741312741313
840,similarTo,215,0.3754826254826255
840,similarTo,767,0.3754826254826255
840,similarTo,172,0.3465250965250965
840,similarTo,667,0.36293436293436293
840,similarTo,247,0.04826254826254826
840,similarTo,258,0.43822393822393824
840,similarTo,838,0.3465250965250965
840,similarTo,212,0.472007722007722
840,similarTo,507,0.4025096525096525
840,similarTo,459,0.3938223938223938
840,similarTo,503,0.36293436293436293
840,similarTo,328,0.4613899613899614
840,similarTo,951,0.4034749034749035
840,similarTo,614,0.49324324324324326
840,similarTo,232,0.49324324324324326
840,similarTo,517,0.43822393822393824
840,similarTo,850,0.28667953667953666
840,similarTo,350,0.2335907335907336
840,similarTo,713,0.41312741312741313
840,similarTo,502,0.10424710424710425
840,similarTo,2,0.3938223938223938
840,similarTo,452,0.2335907335907336
840,similarTo,138,0.277992277992278
840,similarTo,474,0.26158301158301156
840,similarTo,129,0.2886100386100386
840,similarTo,229,0.41023166023166024
840,similarTo,107,0.24324324324324326
840,similarTo,663,0.3407335907335907
840,similarTo,622,0.0694980694980695
840,similarTo,761,0.3310810810810811
840,similarTo,697,0.21911196911196912
840,similarTo,74,0.49131274131274133
840,similarTo,866,0.008687258687258687
840,similarTo,768,0.20077220077220076
840,similarTo,463,0.36293436293436293
840,similarTo,676,0.22972972972972974
840,similarTo,599,0.3310810810810811
840,similarTo,782,0.3465250965250965
840,similarTo,357,0.16602316602316602
840,similarTo,814,0.017374517374517374
840,similarTo,637,0.16602316602316602
840,similarTo,29,0.10907335907335908
840,similarTo,218,0.04826254826254826
840,similarTo,462,0.22972972972972974
840,similarTo,702,0.04826254826254826
840,similarTo,270,0.472007722007722
840,similarTo,515,0.10424710424710425
840,similarTo,211,0.472007722007722
840,similarTo,58,0.04826254826254826
840,similarTo,83,0.305984555984556
840,similarTo,755,0.0694980694980695
840,similarTo,145,0.472007722007722
840,similarTo,16,0.2335907335907336
840,similarTo,197,0.10907335907335908
840,similarTo,404,0.4092664092664093
840,similarTo,47,0.4671814671814672
840,similarTo,65,0.24324324324324326
840,similarTo,75,0.17471042471042472
840,similarTo,715,0.26158301158301156
840,similarTo,257,0.26158301158301156
840,similarTo,773,0.42277992277992277
840,similarTo,403,0.43532818532818535
840,similarTo,137,0.36293436293436293
840,similarTo,881,0.3281853281853282
840,similarTo,124,0.24903474903474904
840,similarTo,704,0.4613899613899614
840,similarTo,14,0.16602316602316602
840,similarTo,349,0.18725868725868725
840,similarTo,924,0.36293436293436293
840,similarTo,843,0.0
840,similarTo,793,0.41312741312741313
840,similarTo,506,0.472007722007722
840,similarTo,645,0.305984555984556
840,similarTo,291,0.2335907335907336
840,similarTo,514,0.4034749034749035
840,similarTo,690,0.2335907335907336
840,similarTo,4,0.24324324324324326
840,similarTo,646,0.3465250965250965
840,similarTo,769,0.13416988416988418
840,similarTo,108,0.0694980694980695
840,similarTo,532,0.43822393822393824
840,similarTo,612,0.20077220077220076
840,similarTo,109,0.17857142857142858
840,similarTo,383,0.3754826254826255
840,similarTo,221,0.305984555984556
840,similarTo,883,0.026061776061776062
840,similarTo,116,0.2277992277992278
840,similarTo,674,0.43532818532818535
840,similarTo,268,0.45077220077220076
840,similarTo,388,0.2335907335907336
840,similarTo,908,0.1891891891891892
840,similarTo,411,0.41312741312741313
840,similarTo,301,0.4034749034749035
840,similarTo,397,0.305984555984556
840,similarTo,60,0.13416988416988418
840,similarTo,300,0.28474903474903474
840,similarTo,833,0.19884169884169883
840,similarTo,770,0.22972972972972974
840,similarTo,581,0.45077220077220076
840,similarTo,314,0.41023166023166024
840,similarTo,326,0.26158301158301156
840,similarTo,572,0.3465250965250965
840,similarTo,147,0.3407335907335907
840,similarTo,98,0.49324324324324326
840,similarTo,424,0.4034749034749035
840,similarTo,813,0.32915057915057916
840,similarTo,163,0.17857142857142858
840,similarTo,659,0.2886100386100386
840,similarTo,87,0.43822393822393824
840,similarTo,143,0.13416988416988418
840,similarTo,277,0.2886100386100386
840,similarTo,471,0.2335907335907336
840,similarTo,62,0.4034749034749035
840,similarTo,671,0.20077220077220076
840,similarTo,580,0.24806949806949807
840,similarTo,84,0.24903474903474904
840,similarTo,305,0.26158301158301156
840,similarTo,640,0.17471042471042472
840,similarTo,44,0.24324324324324326
840,similarTo,716,0.04826254826254826
840,similarTo,217,0.333011583011583
840,similarTo,950,0.333011583011583
840,similarTo,347,0.38706563706563707
840,similarTo,549,0.24324324324324326
840,similarTo,651,0.333011583011583
840,similarTo,684,0.26158301158301156
840,similarTo,113,0.305984555984556
840,similarTo,909,0.13416988416988418
840,similarTo,171,0.17277992277992277
840,similarTo,537,0.13416988416988418
840,similarTo,96,0.08976833976833977
840,similarTo,7,0.17857142857142858
840,similarTo,379,0.3465250965250965
840,similarTo,660,0.09555984555984556
840,similarTo,484,0.41312741312741313
840,similarTo,396,0.45656370656370654
840,similarTo,73,0.10907335907335908
840,similarTo,551,0.20077220077220076
840,similarTo,39,0.49324324324324326
840,similarTo,21,0.36293436293436293
840,similarTo,342,0.4092664092664093
840,similarTo,106,0.472007722007722
840,similarTo,13,0.305984555984556
840,similarTo,273,0.28474903474903474
840,similarTo,95,0.15444015444015444
840,similarTo,175,0.13416988416988418
840,similarTo,726,0.07915057915057915
840,similarTo,775,0.305984555984556
840,similarTo,930,0.333011583011583
840,similarTo,669,0.277992277992278
840,similarTo,279,0.0888030888030888
840,similarTo,42,0.2335907335907336
840,similarTo,649,0.4671814671814672
840,similarTo,371,0.13223938223938225
840,similarTo,310,0.305984555984556
840,similarTo,358,0.20077220077220076
840,similarTo,1,0.43822393822393824
840,similarTo,923,0.277992277992278
840,similarTo,255,0.08976833976833977
840,similarTo,656,0.20077220077220076
840,similarTo,160,0.02702702702702703
840,similarTo,203,0.13416988416988418
840,similarTo,493,0.26158301158301156
840,similarTo,521,0.1891891891891892
840,similarTo,582,0.24903474903474904
840,similarTo,385,0.472007722007722
840,similarTo,173,0.22972972972972974
840,similarTo,392,0.04826254826254826
840,similarTo,440,0.3754826254826255
840,similarTo,423,0.4034749034749035
840,similarTo,271,0.4025096525096525
840,similarTo,756,0.305984555984556
840,similarTo,28,0.42277992277992277
840,similarTo,19,0.333011583011583
840,similarTo,892,0.04826254826254826
840,similarTo,183,0.3754826254826255
840,similarTo,557,0.49324324324324326
840,similarTo,698,0.2335907335907336
840,similarTo,123,0.2886100386100386
840,similarTo,719,0.04826254826254826
840,similarTo,178,0.13416988416988418
840,similarTo,265,0.4092664092664093
840,similarTo,765,0.49324324324324326
840,similarTo,610,0.3754826254826255
840,similarTo,529,0.305984555984556
840,similarTo,483,0.42277992277992277
840,similarTo,710,0.10424710424710425
840,similarTo,17,0.2557915057915058
840,similarTo,261,0.04826254826254826
840,similarTo,740,0.24903474903474904
840,similarTo,661,0.16602316602316602
840,similarTo,38,0.3407335907335907
840,similarTo,131,0.4362934362934363
840,similarTo,263,0.3938223938223938
840,similarTo,498,0.13127413127413126
840,similarTo,332,0.17857142857142858
840,similarTo,325,0.36293436293436293
840,similarTo,742,0.41023166023166024
840,similarTo,563,0.1640926640926641
840,similarTo,749,0.10907335907335908
840,similarTo,195,0.4671814671814672
840,similarTo,189,0.2335907335907336
840,similarTo,781,0.2886100386100386
840,similarTo,747,0.3938223938223938
840,similarTo,688,0.0694980694980695
840,similarTo,780,0.4671814671814672
840,similarTo,464,0.3465250965250965
840,similarTo,220,0.277992277992278
840,similarTo,859,0.02702702702702703
840,similarTo,226,0.24324324324324326
840,similarTo,516,0.26158301158301156
840,similarTo,500,0.20077220077220076
840,similarTo,693,0.2886100386100386
840,similarTo,875,0.1969111969111969
840,similarTo,436,0.4671814671814672
840,similarTo,57,0.10907335907335908
840,similarTo,36,0.3754826254826255
840,similarTo,675,0.26158301158301156
840,similarTo,0,0.41312741312741313
840,similarTo,934,0.4333976833976834
840,similarTo,49,0.10424710424710425
840,similarTo,225,0.4671814671814672
840,similarTo,368,0.24324324324324326
840,similarTo,82,0.17857142857142858
840,similarTo,373,0.41312741312741313
840,similarTo,633,0.2886100386100386
840,similarTo,264,0.16602316602316602
840,similarTo,518,0.305984555984556
840,similarTo,547,0.3465250965250965
840,similarTo,153,0.13416988416988418
840,similarTo,181,0.16312741312741313
840,similarTo,860,0.0694980694980695
840,similarTo,602,0.26158301158301156
840,similarTo,382,0.3754826254826255
840,similarTo,958,0.12355212355212356
840,similarTo,959,0.12355212355212356
840,similarTo,960,0.1718146718146718
840,similarTo,961,0.1776061776061776
840,similarTo,963,0.1776061776061776
840,similarTo,964,0.0637065637065637
840,similarTo,967,0.019305019305019305
840,similarTo,968,0.019305019305019305
840,similarTo,970,0.0637065637065637
840,similarTo,971,0.02702702702702703
840,similarTo,972,0.11969111969111969
840,similarTo,974,0.02702702702702703
840,similarTo,975,0.008687258687258687
840,similarTo,976,0.004826254826254826
840,similarTo,977,0.3861003861003861
840,similarTo,978,0.023166023166023165
840,similarTo,979,0.0637065637065637
840,similarTo,980,0.0637065637065637
840,similarTo,981,0.041505791505791506
840,similarTo,983,0.19884169884169883
840,similarTo,984,0.11969111969111969
840,similarTo,985,0.08687258687258688
840,similarTo,986,0.12355212355212356
840,similarTo,987,0.008687258687258687
840,similarTo,988,0.11969111969111969
840,similarTo,989,0.04247104247104247
840,similarTo,990,0.007722007722007722
840,similarTo,991,0.04247104247104247
840,similarTo,994,0.02702702702702703
840,similarTo,995,0.04247104247104247
840,similarTo,996,0.02702702702702703
840,similarTo,997,0.008687258687258687
840,similarTo,998,0.019305019305019305
840,similarTo,999,0.017374517374517374
840,similarTo,1000,0.1583011583011583
840,similarTo,1001,0.01447876447876448
840,similarTo,1002,0.11969111969111969
840,similarTo,1003,0.1583011583011583
840,similarTo,1004,0.0637065637065637
840,similarTo,1005,0.008687258687258687
840,similarTo,1006,0.12355212355212356
840,similarTo,1008,0.04247104247104247
840,similarTo,1011,0.12355212355212356
840,similarTo,1012,0.037644787644787646
840,similarTo,1013,0.11969111969111969
840,similarTo,1014,0.04247104247104247
840,similarTo,1015,0.019305019305019305
840,similarTo,1016,0.019305019305019305
840,similarTo,1017,0.019305019305019305
840,similarTo,1019,0.1583011583011583
840,similarTo,1021,0.12355212355212356
840,similarTo,1022,0.2876447876447876
840,similarTo,1023,0.02702702702702703
840,similarTo,1024,0.1776061776061776
840,similarTo,1025,0.06853281853281853
840,similarTo,1026,0.1583011583011583
840,similarTo,1027,0.02702702702702703
840,similarTo,1028,0.08783783783783784
840,similarTo,1029,0.11969111969111969
840,similarTo,1030,0.045366795366795366
840,similarTo,1031,0.04247104247104247
840,similarTo,1032,0.008687258687258687
840,similarTo,1034,0.04247104247104247
840,similarTo,1036,0.1583011583011583
